Model,Release Date,Release Year,Model ID,Cluster ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Fujitsu Stylistic M350/CA2,01-02-12,2012.083333,2582,2,0.249977111,0.125838031,0.499771896,0.381294964,0.203252033,0.492063492,0.309686221,0.618852459,0.050673509,0.062501338,0.077586207,0.315497224
HTC Radar NA (HTC Omega),01-02-12,2012.083333,2583,2,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331
Huawei Honor U8860-51 (Huawei U8860),01-02-12,2012.083333,2584,2,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919
Lenovo LePhone S2-38AH0,01-02-12,2012.083333,2585,2,0.249977111,0.031878203,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.007644049,0.014008621,0.510853104
LG E400 Optimus L3,01-02-12,2012.083333,2586,6,0.187475204,0.016777517,0.399726275,0.107913669,0.056910569,0.142857143,0.150341064,0.213934426,0.035920462,0.006166627,0.010560345,0.204442201
LG F100S Optimus Vu,01-02-12,2012.083333,2587,5,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.007001692,0.023275862,0.694093892
Motorola Defy Mini XT320,01-02-12,2012.083333,2588,6,0.249977111,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.141882674,0.245901639,0.041372675,0.007686872,0.01012931,0.344522968
Motorola MOTOSMART PLUS XT615,01-02-12,2012.083333,2589,2,0.249977111,0.016777517,0.399726275,0.165467626,0.154471545,0.407738095,0.1473397,0.281557377,0.024053881,0.00822217,0.013706897,0.30338213
NEC Medias LTE N-04D,01-02-12,2012.083333,2590,5,0.499984741,0.250005786,0.599817517,0.18705036,0.25203252,0.619047619,0.165075034,0.336065574,0.033354715,0.011797957,0.019181034,0.751640586
RIM BlackBerry Porsche Design P'9981 ,01-02-12,2012.083333,2591,2,0.374980926,0.125838031,0.599817517,0.079136691,0.219512195,0.222222222,0.165075034,0.270491803,0.033354715,0.009207117,0.020474138,0.612317012
Samsung GT-i9250 Galaxy Nexus 32GB / Prime (Samsung Yakju),01-02-12,2012.083333,2592,5,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997
Samsung GT-P6201 Galaxy Tab 7.0 Plus N 16GB,01-02-12,2012.083333,2593,4,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.51159618,0.299180328,0.024759461,0.041025202,0.061422414,0.315749621
Samsung GT-S6108 Galaxy Y Pop,01-02-12,2012.083333,2594,6,0.187475204,0.062079576,0.311686129,0.100719424,0.056910569,0.142857143,0.145975443,0.249180328,0.037716485,0.007451341,0.010517241,0.209237759
Samsung SCH-i579 Galaxy Ace Duos,01-02-12,2012.083333,2595,6,0.187475204,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.145702592,0.259836066,0.034637588,0.007130163,0.010775862,0.307168097
Samsung SCH-R920 Galaxy Attain 4G,01-02-12,2012.083333,2596,6,0.249977111,0.04764741,0.499771896,0.129496403,0.089430894,0.222222222,0.1473397,0.27704918,0.035920462,0.00822217,0.012931034,0.30338213
Samsung SGH-i717 Galaxy Note LTE,01-02-12,2012.083333,2597,5,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026293103,0.60676426
Sony Ericsson Xperia active ST17 Billabong Edition,01-02-12,2012.083333,2598,6,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.132332879,0.176229508,0.066709429,0.008436289,0.010948276,0.374558304
Sony Xperia NX SO-02D (Sony Nozomi),01-02-12,2012.083333,2599,5,0.499984741,0.499999488,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586
Telstra HTC Velocity 4G (HTC Holiday),01-02-12,2012.083333,2600,5,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149
Toshiba Excite 10 LE AT205 16GB,01-02-12,2012.083333,2601,4,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066
Toshiba Excite X10 AT200 16GB,01-02-12,2012.083333,2602,4,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066
Verizon Samsung SCH-i815 Galaxy Tab 7.7 LTE,01-02-12,2012.083333,2603,4,0.499984741,0.250005786,0.699863138,0.431654676,0.479674797,0.380952381,0.519781719,0.344262295,0.011545863,0.034879986,0.060387931,0.384654215
Yarvik GoTab Exxa TAB465EUK / GoTab Zetta TAB467EUK,01-02-12,2012.083333,2604,4,0.249977111,0.125838031,0.599817517,0.575539568,0.375609756,0.365079365,0.648021828,0.581967213,0.025016036,0.090336809,0.128232759,0.22160525
Yarvik GoTab Gravity TAB364,01-02-12,2012.083333,2605,4,0.249977111,0.062079576,0.599817517,0.45323741,0.284552846,0.281746032,0.555252387,0.430327869,0.04425914,0.080572982,0.095258621,0.203685008
Yarvik GoTab Velocity TAB224,01-02-12,2012.083333,2606,2,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683
Yarvik GoTab Xerios TAB424,01-02-12,2012.083333,2607,4,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155
Yarvik GoTab Xerios TAB464,01-02-12,2012.083333,2608,4,0.249977111,0.125838031,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155
ZTE Blade II,01-02-12,2012.083333,2609,2,0.249977111,0.016793902,0.499771896,0.129496403,0.154471545,0.380952381,0.140245566,0.270901639,0.030788967,0.006102392,0.01237069,0.560070671
ZTE Light Tab 2 (ZTE V9A),01-02-12,2012.083333,2610,2,0.499984741,0.062079576,0.499771896,0.381294964,0.203252033,0.492063492,0.533424284,0.299180328,0.041693393,0.057041304,0.073706897,0.315497224
ZTE T72,01-02-12,2012.083333,2611,2,0.249977111,0.249999232,0.399726275,0.381294964,0.203252033,0.492063492,0.315143247,0.618852459,0.047466325,0.010620303,0.072198276,0.535840485
ZTE Tania (ZTE Spirit),01-02-12,2012.083333,2612,2,0.249977111,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.167257844,0.326229508,0.029506094,0.010534655,0.021163793,0.436648157
Alcatel One Touch OT-995,01-03-12,2012.166667,2613,2,0.249977111,0.031878203,0.699863138,0.18705036,0.154471545,0.380952381,0.167803547,0.319672131,0.023412444,0.008586172,0.013793103,0.436648157
Alcatel Venture,01-03-12,2012.166667,2614,6,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.141609823,0.286885246,0.04041052,0.00901441,0.013362069,0.249116608
Apple  iPad 3 4G LTE 16GB / New iPad / iPad 3rd generation,01-03-12,2012.166667,2615,4,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522
Apple  iPad 3 4G LTE 32GB / New iPad / iPad 3rd generation,01-03-12,2012.166667,2616,4,0.499984741,0.499999488,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522
Apple  iPad 3 4G LTE 64GB / New iPad / iPad 3rd generation,01-03-12,2012.166667,2617,4,0.499984741,1,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522
Apple  iPad 3 WiFi 16GB / New iPad / iPad 3rd generation,01-03-12,2012.166667,2618,4,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.127586207,0.554265522
Apple iPad 3 CDMA 64GB / New iPad / iPad 3rd generation,01-03-12,2012.166667,2619,4,0.499984741,1,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522
Apple iPhone 4S CT 64GB,01-03-12,2012.166667,2620,5,0.249977111,1,0.399726275,0.129496403,0.219512195,0.46031746,0.142155525,0.271311475,0.020525978,0.004004025,0.017241379,0.710752145
Asus Eee Pad MeMO 171 ME370T 16GB,01-03-12,2012.166667,2621,4,0.499984741,0.249999232,0.599817517,0.388489209,0.479674797,0.380952381,0.304229195,0.620901639,0.043296985,0.05564953,0.073275862,0.425542655
Gigabyte GSmart G1355,01-03-12,2012.166667,2622,2,0.249977111,0.016777517,0.399726275,0.18705036,0.154471545,0.380952381,0.17271487,0.331147541,0.034637588,0.012868552,0.023275862,0.436648157
Huawei Ascend G300 (Huawei U8815),01-03-12,2012.166667,2623,2,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427
Huawei Ascend G300 NFC (Huawei U8815N),01-03-12,2012.166667,2624,2,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575
Lenovo LePhone S2-38AT0 16GB,01-03-12,2012.166667,2625,2,0.499984741,0.249999232,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.010213477,0.017025862,0.436648157
LG F100L Optimus Vu / Optimus Sketch,01-03-12,2012.166667,2626,5,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.013532321,0.023275862,0.5340737
LG VS840 Lucid 4G (LG Cayman),01-03-12,2012.166667,2627,2,0.499984741,0.125838031,0.599817517,0.165467626,0.154471545,0.380952381,0.151978172,0.27704918,0.033996151,0.008264994,0.016594828,0.474255427
Motorola RAZR IS12M XT909,01-03-12,2012.166667,2628,2,0.499984741,0.125838031,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.006414368,0.004239556,0.014439655,0.535840485
Motorola RAZR MAXX XT910 (Motorola Spyder Max),01-03-12,2012.166667,2629,2,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.018537524,0.007900991,0.018318966,0.535840485
NEC Medias ES N-05D,01-03-12,2012.166667,2630,5,0.499984741,0.062079576,0.749885948,0.18705036,0.25203252,0.619047619,0.165075034,0.331967213,0.003848621,0.003061902,0.010775862,0.751640586
NTT DoCoMo Samsung SC-05D Galaxy Note LTE,01-03-12,2012.166667,2631,5,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426
Panasonic LUMIX Phone 102P,01-03-12,2012.166667,2632,2,0.499984741,0.249999232,0.499771896,0.18705036,0.178861789,0.46031746,0.156889495,0.303278689,0.010904426,0.003704259,0.009267241,0.535840485
Samsung GT-i9250M Galaxy Nexus (Samsung Yakju),01-03-12,2012.166667,2633,5,0.499984741,0.249999232,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997
Samsung GT-P5100 Galaxy Tab 2 10.1 16GB,01-03-12,2012.166667,2634,4,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.113793103,0.264512872
Samsung GT-P5100 Galaxy Tab 2 10.1 32GB,01-03-12,2012.166667,2635,4,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.113793103,0.264512872
Samsung GT-P7320 Galaxy Tab 8.9 LTE 16GB,01-03-12,2012.166667,2636,4,0.499984741,0.250005786,0.599817517,0.517985612,0.479674797,0.380952381,0.612278308,0.445901639,0.01603592,0.057640837,0.085775862,0.316002019
Samsung GT-S5570i Galaxy Mini Plus / Galaxy Pop Plus,01-03-12,2012.166667,2637,6,0.187475204,0.008388246,0.415733575,0.100719424,0.056910569,0.142857143,0.147612551,0.251639344,0.038486209,0.007900991,0.01012931,0.209490156
Samsung GT-S6500 Galaxy Mini 2 (Samsung Jena),01-03-12,2012.166667,2638,6,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.142155525,0.247540984,0.035279025,0.006487806,0.009762931,0.333165068
Samsung SCH-R760 Galaxy S II CDMA,01-03-12,2012.166667,2639,2,0.499984741,0.250005786,0.599817517,0.201438849,0.154471545,0.380952381,0.172169168,0.331147541,0.022771007,0.009228529,0.016163793,0.408884402
Samsung SHV-E150S Galaxy Tab 7.7 LTE M16,01-03-12,2012.166667,2640,4,0.499984741,0.250005786,0.749885948,0.431654676,0.479674797,0.380952381,0.518963165,0.344672131,0.011481719,0.034794339,0.061422414,0.384654215
Sony Tablet P (Sony S2),01-03-12,2012.166667,2641,2,0.499984741,0.062079576,0.499771896,0.273381295,0.375609756,0.222222222,0.473396999,0.37295082,0.062219371,0.075819541,0.067241379,0.409641595
Sony Xperia acro HD SO-03D (Sony Hikari),01-03-12,2012.166667,2642,5,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.162346521,0.31557377,0.037203335,0.011755134,0.019181034,0.751640586
Sony Xperia S LT26 / LT26i / Arc HD (Sony Nozomi),01-03-12,2012.166667,2643,5,0.499984741,0.060624562,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586
T-Mobile Samsung SGH-T769 Galaxy S Blaze 4G,01-03-12,2012.166667,2644,2,0.499984741,0.060624562,0.749885948,0.165467626,0.154471545,0.380952381,0.154160982,0.29795082,0.032713278,0.008950175,0.015086207,0.481070167
Toshiba Excite 10 LE AT205 32GB,01-03-12,2012.166667,2645,4,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066
Xiaomi Mi-One C1 / MI-1 C1,01-03-12,2012.166667,2646,2,0.499984741,0.062079576,0.749885948,0.165467626,0.306504065,0.222222222,0.154160982,0.31147541,0.037203335,0.010620303,0.018318966,0.509843513
ZTE Fury N850,01-03-12,2012.166667,2647,6,0.249977111,0.062079576,0.499771896,0.129496403,0.089430894,0.222222222,0.152796726,0.283196721,0.037844772,0.009528296,0.017241379,0.30338213
ZTE Score X500 M,01-03-12,2012.166667,2648,6,0.249977111,0.062079576,0.299680654,0.129496403,0.089430894,0.222222222,0.151159618,0.258196721,0.050673509,0.011348307,0.01637931,0.30338213
Acer Iconia Tab A510,01-04-12,2012.25,2649,4,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.688949523,0.517622951,0.031109686,0.097017322,0.132543103,0.264512872
Alcatel One Touch OT-985,01-04-12,2012.25,2650,6,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.150995907,0.274590164,0.038806928,0.009228529,0.01637931,0.30338213
Alcatel One Touch OT-985N,01-04-12,2012.25,2651,6,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.150995907,0.274590164,0.038806928,0.009228529,0.01637931,0.30338213
Asus Transformer Pad 300 3G / Eee Pad Transformer Prime TF300TG,01-04-12,2012.25,2652,4,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.699863574,0.540163934,0.024374599,0.091343169,0.13362069,0.264512872
Asus Transformer Pad 300 WiFi / Eee Pad Transformer Prime TF300T,01-04-12,2012.25,2653,4,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.699863574,0.540163934,0.024374599,0.091343169,0.123922414,0.264512872
DataWind Aakash 2 UbiSlate 7+,01-04-12,2012.25,2654,3,0.124973296,0.031878203,0.349703465,0.381294964,0.284552846,0.222222222,0.502046385,0.284836066,0.061577935,0.097188617,0.058189655,0.249116608
Emobile GS03 (Huawei U9200),01-04-12,2012.25,2655,2,0.499984741,0.062079576,0.749885948,0.18705036,0.178861789,0.46031746,0.159072306,0.320901639,0.003720334,0.002355309,0.015086207,0.535840485
HTC Desire VC T328d,01-04-12,2012.25,2656,2,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.152251023,0.288934426,0.021937139,0.005738389,0.012715517,0.474255427
HTC Desire VT T328t,01-04-12,2012.25,2657,2,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.152087312,0.288934426,0.022386145,0.005824037,0.0125,0.474255427
HTC One S Z250E / Z320E / Z520E (HTC Ville),01-04-12,2012.25,2658,5,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.159618008,0.335655738,0.011866581,0.005031797,0.012823276,0.535840485
HTC One V T320e (HTC Primo),01-04-12,2012.25,2659,2,0.249977111,0.062079576,0.499771896,0.143884892,0.154471545,0.380952381,0.145156889,0.292213115,0.020141116,0.004774854,0.011853448,0.524230187
HTC One X LTE / One X X325A (HTC Evita),01-04-12,2012.25,2660,5,0.499984741,0.250005786,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.351639344,0.020525978,0.009314177,0.015086207,0.679202423
HTC One X S720e (HTC Endeavor),01-04-12,2012.25,2661,5,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.349836066,0.017960231,0.008457701,0.016163793,0.679202423
Huawei Ascend P1 (Huawei U9200),01-04-12,2012.25,2662,2,0.499984741,0.062079576,0.749885948,0.18705036,0.178861789,0.46031746,0.159072306,0.320901639,0.010198845,0.004132497,0.010775862,0.535840485
Huawei Ascend P1 S (Huawei U9200S),01-04-12,2012.25,2663,2,0.499984741,0.062079576,0.749885948,0.18705036,0.178861789,0.46031746,0.159072306,0.320901639,0.003720334,0.002355309,0.013577586,0.535840485
Lava Xolo X900 (Intel Black Ray),01-04-12,2012.25,2664,5,0.499984741,0.249999232,0.799908758,0.165467626,0.203252033,0.492063492,0.154160982,0.303278689,0.03136626,0.008800291,0.014439655,0.630994447
Lenovo IdeaTab S2109 16GB,01-04-12,2012.25,2665,4,0.499984741,0.249999232,0.499771896,0.575539568,0.375609756,0.365079365,0.656207367,0.558606557,0.017960231,0.077768023,0.112068966,0.220848057
Lenovo IdeaTab S2109 32GB,01-04-12,2012.25,2666,4,0.499984741,0.499999488,0.499771896,0.575539568,0.375609756,0.365079365,0.656207367,0.558606557,0.017960231,0.077768023,0.112068966,0.220848057
Lenovo IdeaTab S2109 8GB,01-04-12,2012.25,2667,4,0.499984741,0.125838031,0.499771896,0.575539568,0.375609756,0.365079365,0.656207367,0.558606557,0.017960231,0.077768023,0.112068966,0.220848057
LG E610 Optimus L5,01-04-12,2012.25,2668,6,0.249977111,0.062492486,0.399726275,0.165467626,0.089430894,0.222222222,0.163710778,0.284016393,0.024246312,0.007194399,0.012931034,0.250630994
LG P720 Optimus 3D Max / P725 (LG CX2),01-04-12,2012.25,2669,2,0.499984741,0.125838031,0.599817517,0.18705036,0.154471545,0.380952381,0.166166439,0.318852459,0.022450289,0.00811511,0.018965517,0.436648157
LG P720H Optimus 3D Max (LG CX2),01-04-12,2012.25,2670,2,0.499984741,0.125838031,0.599817517,0.18705036,0.154471545,0.380952381,0.166166439,0.318852459,0.022450289,0.00811511,0.018965517,0.436648157
Motorola MOTOLUXE XT390,01-04-12,2012.25,2671,6,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.155525239,0.274590164,0.031430404,0.007900991,0.010775862,0.30338213
NEC Medias 101S,01-04-12,2012.25,2672,2,0.249977111,0.031878203,0.499771896,0.165467626,0.154471545,0.407738095,0.159618008,0.323770492,0.013470173,0.005160268,0.012284483,0.509843513
NEC Medias Tab N-06D LTE,01-04-12,2012.25,2673,4,0.499984741,0.249999232,0.599817517,0.381294964,0.479674797,0.380952381,0.311323329,0.617622951,0.024374599,0.041603323,0.0625,0.431600202
Nokia Lumia 610,01-04-12,2012.25,2674,1,0.124973296,0.125838031,0.399726275,0.143884892,0.154471545,0.380952381,0.151432469,0.286885246,0.037844772,0.009506884,0.015409483,0.524230187
Nokia Lumia 900 (Nokia Ace),01-04-12,2012.25,2675,2,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724,0.436648157
Nokia Lumia 900 4G LTE (Nokia Eloko),01-04-12,2012.25,2676,2,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724,0.436648157
Panasonic ELUGA dL1,01-04-12,2012.25,2677,2,0.499984741,0.125838031,0.499771896,0.18705036,0.178861789,0.46031746,0.151432469,0.303278689,0.010904426,0.003297433,0.009267241,0.535840485
Samsung GT-i9070 Galaxy S Advance 16GB,01-04-12,2012.25,2678,2,0.374980926,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.304098361,0.023027582,0.006659101,0.012931034,0.481322564
Samsung GT-P3100 Galaxy Tab 2 7.0 32GB,01-04-12,2012.25,2679,4,0.499984741,0.499999488,0.499771896,0.381294964,0.375609756,0.281746032,0.510777626,0.300819672,0.02822322,0.043851573,0.061206897,0.315497224
Samsung GT-P3110 Galaxy Tab 2 7.0 WiFi 16GB,01-04-12,2012.25,2680,4,0.499984741,0.499999488,0.499771896,0.381294964,0.375609756,0.281746032,0.510777626,0.300819672,0.02822322,0.043851573,0.061206897,0.315497224
Samsung GT-S5690M Galaxy Rugby,01-04-12,2012.25,2681,6,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.16207367,0.297131148,0.037524054,0.011048541,0.016271552,0.286976275
Samsung GT-S6500D Galaxy Mini 2 (Samsung Jena),01-04-12,2012.25,2682,6,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.142155525,0.247540984,0.037203335,0.006894632,0.010086207,0.333165068
Samsung GT-S7508 Galaxy Ace Plus,01-04-12,2012.25,2683,6,0.187475204,0.062079576,0.399726275,0.136690647,0.089430894,0.222222222,0.152796726,0.269262295,0.032713278,0.007751108,0.011918103,0.286976275
Samsung SGH-i847 Rugby Smart,01-04-12,2012.25,2684,2,0.249977111,0.060624562,0.699863138,0.136690647,0.154471545,0.380952381,0.16207367,0.300819672,0.039127646,0.011626662,0.014008621,0.533064109
Sony Xperia acro HD IS12S (Sony Hayate),01-04-12,2012.25,2685,5,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.162346521,0.31557377,0.037203335,0.011755134,0.019396552,0.751640586
T-Mobile HTC One S (HTC Ville),01-04-12,2012.25,2686,5,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.159618008,0.335655738,0.011866581,0.005031797,0.012823276,0.535840485
Yarvik GoTab Velocity TAB264,01-04-12,2012.25,2687,2,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683
Yarvik GoTab Xerios TAB461EUK,01-04-12,2012.25,2688,4,0.249977111,0.125838031,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155
Yarvik GoTab Zetta TAB468EUK,01-04-12,2012.25,2689,4,0.499984741,0.249999232,0.599817517,0.575539568,0.375609756,0.365079365,0.648021828,0.581967213,0.025016036,0.090336809,0.128232759,0.22160525
ZTE Orbit,01-04-12,2012.25,2690,2,0.124973296,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.155525239,0.290983607,0.029506094,0.008008051,0.016594828,0.474255427
Alcatel One Touch OT-916,01-05-12,2012.333333,2691,6,0.124973296,0.008388246,0.32469206,0.064748201,0.089430894,0.103174603,0.159072306,0.278688525,0.035279025,0.009378413,0.014396552,0.276375568
Alcatel One Touch OT-916D,01-05-12,2012.333333,2692,6,0.124973296,0.008388246,0.32469206,0.064748201,0.089430894,0.103174603,0.159072306,0.278688525,0.035279025,0.009378413,0.014396552,0.276375568
Alcatel One Touch OT-985D,01-05-12,2012.333333,2693,6,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.150995907,0.274590164,0.038806928,0.009228529,0.01637931,0.30338213
Alcatel One Touch OT-995 Ultra,01-05-12,2012.333333,2694,2,0.249977111,0.031878203,0.699863138,0.18705036,0.154471545,0.380952381,0.167803547,0.319672131,0.023412444,0.008586172,0.013793103,0.436648157
HTC Desire C NFC A320e (HTC Golf),01-05-12,2012.333333,2695,6,0.249977111,0.062079576,0.299680654,0.129496403,0.089430894,0.222222222,0.147612551,0.23852459,0.037524054,0.007172987,0.008189655,0.30338213
HTC One XL AU X325E / X325S / Edge (HTC Evita),01-05-12,2012.333333,2696,5,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.351639344,0.017960231,0.008521936,0.01487069,0.679202423
Huawei Ascend C8812,01-05-12,2012.333333,2697,2,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.153233288,0.300409836,0.033932008,0.009249941,0.016163793,0.480060575
Huawei Ascend G305T (Huawei T8828),01-05-12,2012.333333,2698,2,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.153888131,0.300409836,0.033996151,0.009335589,0.014439655,0.474255427
KDDI HTC J ISW13HT (HTC Nippon),01-05-12,2012.333333,2699,5,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.162346521,0.338114754,0.032713278,0.011369719,0.017672414,0.535840485
KDDI Urbano Progresso au KYY04,01-05-12,2012.333333,2700,2,0.499984741,0.062079576,0.699863138,0.165467626,0.154471545,0.380952381,0.156889495,0.31147541,0.03014753,0.009057234,0.017025862,0.480060575
LG F-160L Optimus LTE 2 / LTE2,01-05-12,2012.333333,2701,5,1,0.249999232,0.755888685,0.215827338,0.25203252,0.619047619,0.171896317,0.351229508,0.017960231,0.008393465,0.018318966,0.679202423
LG F-160S Optimus LTE2,01-05-12,2012.333333,2702,5,1,0.249999232,0.755888685,0.215827338,0.25203252,0.619047619,0.171896317,0.351229508,0.017960231,0.008393465,0.018318966,0.679202423
LG P936 Optimus True HD LTE,01-05-12,2012.333333,2703,5,0.499984741,0.060624562,0.749885948,0.201438849,0.25203252,0.619047619,0.167530696,0.34795082,0.028094933,0.010962893,0.016163793,0.711761736
LG P940H Prada 3.0 (LG K2),01-05-12,2012.333333,2704,2,0.499984741,0.008388246,0.503773721,0.18705036,0.154471545,0.380952381,0.17053206,0.321721311,0.015394484,0.006573454,0.016810345,0.436648157
LG SU870 Optimus 3D Cube / Optimus 3D 2 (LG CX2),01-05-12,2012.333333,2705,2,0.499984741,0.249999232,0.599817517,0.18705036,0.154471545,0.380952381,0.166166439,0.318852459,0.022450289,0.00811511,0.018965517,0.435890964
Motorola Motosmart Mix XT550,01-05-12,2012.333333,2706,6,0.249977111,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.165839018,0.282786885,0.037203335,0.010791598,0.015409483,0.254164563
Nokia 808 PureView / 803,01-05-12,2012.333333,2707,2,0.249977111,0.016777517,0.649840327,0.165467626,0.105691057,0.301587302,0.146521146,0.306967213,0.076010263,0.019227887,0.023491379,0.354114084
